;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
176;175;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;4;-2;-3;329;-2;814;376;29.0;6.0;35.0;6.0
177;176;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];19;4;-2;-3;338;-2;801;366;0.0;0.0;10.0;10.0
178;177;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];25;9;-2;-3;328;-2;794;379;18.0;8.0;;
179;178;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];52;13;-2;-3;318;-2;833;369;6.0;6.0;7.0;1.0
180;179;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];18;18;-2;-3;308;-2;826;375;9.0;2.0;13.0;4.0
181;180;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];28;10;-2;-3;298;-2;841;365;4.0;4.0;6.0;2.0
182;181;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];17;42;-2;-3;288;-2;834;370;8.0;2.0;14.0;6.0
183;182;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];67;3;-2;-3;278;-2;888;360;2.0;2.0;9.0;7.0
184;183;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];18;5;-2;-3;286;-2;881;353;12.0;3.0;19.0;7.0
185;184;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;1;-2;-3;290;-2;873;343;27.0;8.0;33.0;6.0
186;185;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];23;7;-2;-3;280;-2;866;354;39.0;6.0;;
187;186;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];25;10;-2;-3;270;-2;878;344;1.0;1.0;10.0;9.0
188;187;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];21;11;-2;-3;260;-2;871;353;15.0;5.0;25.0;10.0
189;188;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];33;1;-2;-3;250;-2;891;343;4.0;4.0;12.0;8.0
190;189;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];4;5;-2;-3;240;-2;884;335;17.0;5.0;18.0;1.0
191;190;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];20;2;-2;-3;230;-2;871;345;2.0;2.0;4.0;2.0
192;191;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;4;-2;-3;237;-2;864;333;6.0;2.0;12.0;6.0
193;192;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];49;1;-2;-3;227;-2;856;372;16.0;4.0;25.0;9.0
194;193;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;6;-2;-3;217;-2;849;370;31.0;6.0;31.0;
195;194;2;['Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];101;8;-2;-3;207;-2;940;358;5.0;5.0;10.0;5.0
196;195;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];17;8;-2;-3;197;-2;943;348;3.0;3.0;8.0;5.0
197;196;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];21;19;-2;-3;187;-2;935;359;14.0;6.0;;
198;197;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;6;-2;-3;177;-2;953;347;8.0;8.0;10.0;2.0
199;198;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];40;0;-2;-3;207;-2;945;337;16.0;6.0;20.0;4.0
200;199;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;2;-2;-3;197;-2;938;337;25.0;5.0;26.0;1.0
201;200;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];10;13;-2;-3;197;-2;930;332;33.0;7.0;;
202;201;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];41;4;-2;-3;187;-2;959;325;10.0;10.0;10.0;0.0
203;201;3;['Manu'];;AlwaysLauncher;['AlwaysLauncher', 'Evie'];33;4;-2;-3;215;-2;956;320;;;;
