;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
25;26;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;34;750;-10;819;-4;891;919;21.0;10.0;;
26;27;34;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];61;1;711;-10;809;-4;942;909;9.0;9.0;9.0;0.0
27;28;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];16;4;706;-10;815;-4;930;904;17.0;8.0;18.0;1.0
28;29;6;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;11;708;-10;805;-4;919;894;18.0;0.0;18.0;
29;30;11;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];30;11;717;-10;795;-4;914;884;22.0;4.0;22.0;
30;31;11;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];51;1;701;-10;785;-4;955;874;10.0;10.0;20.0;10.0
31;32;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];14;20;696;-10;775;-4;946;878;30.0;10.0;;
32;33;20;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];34;34;666;-10;765;-4;970;868;3.0;3.0;3.0;
33;34;34;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];48;1;627;-10;803;-4;965;858;6.0;3.0;9.0;3.0
34;35;9;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;2;617;-10;816;-4;951;848;12.0;3.0;17.0;5.0
35;36;8;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];6;83;612;-10;806;-4;938;844;18.0;1.0;;
36;37;83;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];94;45;519;-10;796;-4;928;834;1.0;1.0;1.0;
37;38;45;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];50;2;469;-10;786;-4;923;874;6.0;5.0;7.0;1.0
38;39;13;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];6;16;464;-10;782;-4;905;869;14.0;7.0;14.0;
39;40;16;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];30;4;443;-10;772;-4;900;889;18.0;4.0;18.0;
40;41;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;39;446;-10;762;-4;895;879;28.0;10.0;;
41;42;39;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];58;9;402;-10;752;-4;943;869;7.0;7.0;7.0;
42;43;9;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;18;383;-10;762;-4;938;859;10.0;3.0;10.0;
43;44;18;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu'];46;5;360;-10;798;-4;928;854;4.0;4.0;8.0;4.0
44;45;13;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;7;355;-10;801;-4;910;844;11.0;3.0;17.0;6.0
45;46;12;['Manu'];1;Mission failure;['AlwaysLauncher', 'Evie'];13;7;350;-10;791;-4;893;834;25.0;8.0;25.0;
46;47;7;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;5;333;-10;781;-4;888;850;32.0;7.0;32.0;
47;48;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];30;5;323;-10;801;-4;878;840;4.0;4.0;4.0;
48;49;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;16;326;-10;791;-4;873;830;4.0;0.0;4.0;
49;50;16;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;4;300;-10;809;-4;868;820;6.0;2.0;10.0;4.0
50;51;10;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];27;8;295;-10;799;-4;853;837;15.0;5.0;15.0;
51;52;8;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;21;294;-10;789;-4;848;827;23.0;8.0;;
52;53;21;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];44;14;307;-10;779;-4;838;817;0.0;0.0;0.0;
53;54;14;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];34;15;288;-10;803;-4;833;807;10.0;10.0;10.0;
54;55;15;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];28;28;291;-10;793;-4;828;797;13.0;3.0;;
55;56;28;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];51;2;258;-10;783;-4;869;787;6.0;6.0;11.0;5.0
56;57;16;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;7;262;-10;773;-4;848;777;14.0;3.0;19.0;5.0
57;58;15;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];45;3;257;-10;763;-4;823;812;6.0;6.0;14.0;8.0
58;59;14;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;7;263;-10;753;-4;804;802;23.0;9.0;;
59;60;13;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;28;258;-10;743;-4;801;792;7.0;7.0;7.0;
60;61;28;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];58;3;220;-10;791;-4;796;787;8.0;1.0;13.0;5.0
61;62;5;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];13;3;215;-10;794;-4;786;782;18.0;5.0;27.0;9.0
62;63;4;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;13;217;-10;784;-4;777;772;31.0;4.0;;
63;64;13;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];23;6;199;-10;774;-4;790;767;0.0;0.0;1.0;1.0
64;65;6;['SpongeBob', 'Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];56;1;183;-10;820;-4;779;757;1.0;0.0;1.0;0.0
65;66;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];17;7;178;-10;810;-4;767;764;3.0;2.0;3.0;
66;67;7;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];22;19;166;-10;800;-4;762;776;10.0;7.0;10.0;
67;68;19;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];46;8;183;-10;790;-4;757;766;12.0;2.0;12.0;
68;69;8;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];21;3;170;-10;801;-4;752;756;22.0;10.0;22.0;
69;70;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;14;179;-10;791;-4;747;746;26.0;4.0;26.0;
70;71;14;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];31;4;160;-10;781;-4;768;736;3.0;3.0;10.0;7.0
71;72;4;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];38;3;184;-10;771;-4;759;726;15.0;5.0;17.0;2.0
72;73;5;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];59;30;179;-10;761;-4;749;775;21.0;4.0;;
73;74;30;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];48;1;187;-10;751;-4;739;765;2.0;2.0;4.0;2.0
74;75;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;3;182;-10;748;-4;727;755;7.0;3.0;8.0;1.0
75;76;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;6;177;-10;738;-4;716;757;9.0;1.0;9.0;
76;77;6;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];21;1;166;-10;749;-4;711;747;10.0;1.0;10.0;
77;78;2;['Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];18;14;156;-10;739;-4;706;753;14.0;4.0;14.0;
78;79;14;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;11;137;-10;749;-4;701;743;17.0;3.0;17.0;
79;80;11;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;11;116;-10;739;-4;696;753;22.0;5.0;22.0;
80;81;11;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];19;3;100;-10;748;-4;691;743;28.0;6.0;28.0;
81;82;3;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;9;87;-10;738;-4;686;742;33.0;5.0;33.0;
82;83;9;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;17;73;-10;728;-4;695;732;5.0;5.0;5.0;
83;84;17;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];25;8;71;-10;718;-4;690;727;14.0;9.0;14.0;
84;85;8;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;3;53;-10;727;-4;685;717;15.0;1.0;23.0;8.0
85;86;10;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];14;2;48;-10;717;-4;670;721;28.0;5.0;28.0;
86;87;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];30;4;41;-10;707;-4;665;739;35.0;7.0;35.0;
87;88;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];21;21;48;-10;697;-4;660;734;36.0;1.0;;
88;89;21;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];33;4;22;-10;687;-4;683;724;6.0;6.0;6.0;0.0
89;90;7;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];27;2;12;-10;704;-4;671;714;11.0;5.0;20.0;9.0
90;91;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];21;10;7;-10;694;-4;660;725;20.0;0.0;20.0;
91;92;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];35;12;25;-10;684;-4;655;720;20.0;0.0;20.0;
92;93;12;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];15;9;8;-10;689;-4;650;715;28.0;8.0;28.0;
93;94;8;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;1;-10;-10;679;-4;645;722;33.0;5.0;33.0;
94;95;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];18;26;-10;-10;669;-4;640;728;43.0;10.0;;
95;96;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];39;1;-10;-10;659;-4;665;718;6.0;6.0;16.0;10.0
96;97;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;8;-10;-10;671;-4;657;708;23.0;7.0;;
97;98;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;10;-10;-10;661;-4;669;696;3.0;3.0;9.0;6.0
98;99;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];20;12;-10;-10;651;-4;656;706;9.0;9.0;;
99;100;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;24;-10;-10;641;-4;668;694;9.0;9.0;;
100;101;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];37;8;-10;-10;631;-4;692;684;7.0;7.0;14.0;7.0
101;102;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];16;9;-10;-10;621;-4;696;672;1.0;1.0;4.0;3.0
102;103;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;22;-10;-10;631;-4;688;662;12.0;8.0;;
103;104;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];35;13;-10;-10;621;-4;676;685;8.0;8.0;15.0;7.0
104;105;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];20;8;-10;-10;611;-4;663;695;7.0;7.0;8.0;1.0
105;106;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];16;10;-10;-10;601;-4;656;699;18.0;10.0;;
106;107;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];22;6;-10;-10;591;-4;643;711;0.0;0.0;8.0;8.0
107;108;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;5;-10;-10;581;-4;636;711;16.0;8.0;23.0;7.0
108;109;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;3;-10;-10;571;-4;647;701;5.0;5.0;15.0;10.0
109;110;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];8;2;-10;-10;569;-4;640;694;20.0;5.0;23.0;3.0
110;111;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;19;-10;-10;573;-4;632;684;32.0;9.0;;
111;112;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];40;5;-10;-10;603;-4;620;672;6.0;6.0;13.0;7.0
112;113;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;12;-10;-10;593;-4;639;662;0.0;0.0;3.0;3.0
113;114;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];30;8;-10;-10;613;-4;632;655;10.0;7.0;19.0;9.0
114;115;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];19;10;-10;-10;603;-4;619;664;0.0;0.0;9.0;9.0
115;116;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];19;4;-10;-10;612;-4;612;657;12.0;3.0;21.0;9.0
116;117;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];10;11;-10;-10;602;-4;604;657;22.0;1.0;;
117;118;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;8;-10;-10;592;-4;613;645;0.0;0.0;2.0;2.0
118;119;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];21;0;-10;-10;582;-4;605;656;2.0;0.0;6.0;4.0
119;120;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];8;2;-10;-10;580;-4;598;644;9.0;3.0;15.0;6.0
120;121;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];21;15;-10;-10;591;-4;590;634;23.0;8.0;23.0;
121;122;2;['Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];25;10;-10;-10;581;-4;580;647;5.0;5.0;15.0;10.0
122;123;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];16;10;-10;-10;571;-4;582;642;3.0;3.0;7.0;4.0
123;124;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];25;5;-10;-10;586;-4;574;632;13.0;6.0;21.0;8.0
124;125;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;9;-10;-10;576;-4;581;620;10.0;10.0;;
125;126;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;5;-10;-10;566;-4;592;610;4.0;4.0;;
126;126;2;['Manu', 'Evie'];2;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;5;-10;-10;566;-4;590;608;;;15.0;5.0
127;127;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;7;-10;-10;556;-4;598;598;2.0;2.0;7.0;5.0
128;128;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];14;14;-10;-10;546;-4;591;600;13.0;6.0;22.0;9.0
129;129;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];27;45;-10;-10;536;-4;578;617;0.0;0.0;10.0;10.0
130;130;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];54;2;-10;-10;580;-4;566;605;3.0;3.0;13.0;10.0
131;131;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];17;3;-10;-10;570;-4;558;612;18.0;5.0;26.0;8.0
132;132;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];12;23;-10;-10;560;-4;558;605;0.0;0.0;0.0;0.0
133;133;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];33;8;-10;-10;550;-4;550;628;3.0;3.0;13.0;10.0
134;134;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;5;-10;-10;557;-4;543;616;14.0;1.0;22.0;8.0
135;135;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];19;7;-10;-10;547;-4;535;625;26.0;4.0;26.0;
136;136;2;['Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;2;-10;-10;537;-4;545;613;8.0;8.0;11.0;3.0
137;137;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];14;1;-10;-10;527;-4;536;617;12.0;1.0;22.0;10.0
138;138;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];16;5;-10;-10;533;-4;528;607;23.0;1.0;30.0;7.0
139;139;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];15;2;-10;-10;523;-4;516;610;4.0;4.0;10.0;6.0
140;140;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];5;14;-10;-10;518;-4;508;600;18.0;8.0;;
141;141;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];48;27;-10;-10;556;-4;496;588;9.0;9.0;;
142;142;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];50;14;-10;-10;546;-4;483;628;10.0;10.0;;
143;143;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];65;5;-10;-10;536;-4;471;681;1.0;1.0;10.0;9.0
144;144;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];16;7;-10;-10;526;-4;463;687;19.0;9.0;;
145;145;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;4;-10;-10;516;-4;470;675;1.0;1.0;3.0;2.0
146;146;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];12;12;-10;-10;518;-4;462;670;7.0;4.0;11.0;4.0
147;147;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];24;20;-10;-10;508;-4;455;682;15.0;4.0;24.0;9.0
148;148;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];28;5;-10;-10;498;-4;442;700;9.0;9.0;14.0;5.0
149;149;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];28;4;-10;-10;488;-4;458;688;0.0;0.0;0.0;0.0
150;150;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];10;14;-10;-10;478;-4;450;688;5.0;5.0;11.0;6.0
151;151;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];21;16;-10;-10;468;-4;443;697;15.0;4.0;19.0;4.0
152;152;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];43;15;-10;-10;501;-4;430;687;5.0;5.0;13.0;8.0
153;153;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;4;-10;-10;491;-4;441;675;2.0;2.0;10.0;8.0
154;154;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];6;21;-10;-10;487;-4;433;665;18.0;8.0;;
155;155;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];37;8;-10;-10;477;-4;421;690;0.0;0.0;4.0;4.0
156;156;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];15;3;-10;-10;467;-4;413;695;13.0;9.0;18.0;5.0
157;157;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];21;19;-10;-10;457;-4;406;704;20.0;2.0;;
158;158;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];29;1;-10;-10;447;-4;393;723;1.0;1.0;1.0;0.0
159;159;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];6;1;-10;-10;443;-4;386;716;11.0;10.0;15.0;4.0
160;160;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];13;13;-10;-10;433;-4;378;719;15.0;0.0;21.0;6.0
161;161;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];32;4;-10;-10;423;-4;398;707;10.0;10.0;19.0;9.0
162;162;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];71;43;-10;-10;413;-4;456;697;9.0;9.0;;
163;163;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];72;30;-10;-10;475;-4;444;685;1.0;1.0;1.0;0.0
164;164;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];33;4;-10;-10;498;-4;436;675;9.0;8.0;17.0;8.0
165;165;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];21;2;-10;-10;488;-4;429;684;26.0;9.0;27.0;1.0
166;166;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];13;2;-10;-10;491;-4;421;679;35.0;8.0;35.0;
167;167;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];31;3;-10;-10;512;-4;416;667;45.0;10.0;45.0;
168;168;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];24;3;-10;-10;526;-4;406;655;0.0;0.0;7.0;7.0
169;169;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];24;12;-10;-10;516;-4;397;669;17.0;10.0;;
170;170;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];19;26;-10;-10;525;-4;384;659;1.0;1.0;11.0;10.0
171;171;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];36;24;-10;-10;551;-4;372;647;5.0;5.0;11.0;6.0
172;172;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];41;4;-10;-10;582;-4;359;637;3.0;3.0;5.0;2.0
173;173;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];13;6;-10;-10;585;-4;352;630;9.0;4.0;18.0;9.0
174;174;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];11;12;-10;-10;586;-4;344;620;28.0;10.0;;
175;175;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;8;-10;-10;576;-4;355;608;1.0;1.0;1.0;0.0
