;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
13;14;62;['PassiveLauncher'];1;Evie;['PassiveLauncher', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];18;20;951;-10;941;10;959;883;23.0;4.0;23.0;
14;15;20;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'AggressiveLauncher', 'Manu'];72;10;921;-10;1003;0;949;878;7.0;7.0;7.0;
15;16;10;['SpongeBob'];1;AggressiveLauncher;['AlwaysLauncher', 'AggressiveLauncher', 'Evie'];22;8;906;-10;993;12;944;868;9.0;2.0;9.0;
16;17;12;['AggressiveLauncher'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'AggressiveLauncher', 'Evie'];21;3;917;-10;983;-10;939;858;13.0;4.0;19.0;6.0
17;18;10;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];13;1;912;-10;973;-10;924;861;23.0;4.0;23.0;
18;19;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;3;907;-10;978;-10;919;849;28.0;5.0;28.0;
19;20;3;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;3;907;-10;968;-10;914;839;36.0;8.0;36.0;
20;21;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];11;11;899;-10;958;-10;909;840;39.0;3.0;39.0;
21;22;11;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];24;2;878;-10;948;-10;923;830;9.0;9.0;11.0;2.0
22;23;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];35;27;873;-10;938;-10;914;855;17.0;6.0;;
23;24;27;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];45;15;836;-10;928;-10;949;845;5.0;5.0;5.0;
24;25;15;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;20;816;-10;938;-10;944;835;10.0;5.0;10.0;
25;26;20;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];29;9;786;-10;928;-10;939;854;14.0;4.0;14.0;0.0
26;27;12;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];20;5;781;-10;918;-10;922;864;19.0;5.0;19.0;
27;28;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;13;771;-10;918;-10;917;854;24.0;5.0;24.0;
28;29;13;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];54;13;748;-10;962;-10;912;844;25.0;1.0;25.0;
29;30;13;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];45;7;730;-10;952;-10;902;879;0.0;0.0;0.0;
30;31;7;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];24;17;713;-10;942;-10;897;869;0.0;0.0;0.0;
31;32;17;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];29;12;691;-10;932;-10;892;888;7.0;7.0;7.0;
32;33;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;7;690;-10;922;-10;887;878;13.0;6.0;22.0;9.0
33;34;13;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];26;1;685;-10;938;-10;864;868;1.0;1.0;6.0;5.0
34;35;12;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];8;6;683;-10;928;-10;847;863;6.0;0.0;14.0;8.0
35;36;11;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;6;678;-10;933;-10;831;853;24.0;10.0;24.0;
36;37;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];19;4;667;-10;923;-10;826;862;27.0;3.0;27.0;
37;38;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;9;667;-10;913;-10;821;852;37.0;10.0;;
38;39;9;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];41;5;653;-10;903;-10;852;842;4.0;4.0;4.0;0.0
39;40;7;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;5;643;-10;893;-10;840;848;4.0;0.0;11.0;7.0
40;41;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;2;638;-10;883;-10;829;850;14.0;3.0;14.0;
41;42;2;['SpongeBob', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];11;9;631;-10;884;-10;824;843;23.0;9.0;23.0;
42;43;9;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];41;3;612;-10;874;-10;819;874;32.0;9.0;32.0;
43;44;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];17;1;604;-10;864;-10;814;881;38.0;6.0;38.0;
44;45;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];24;40;599;-10;878;-10;809;869;45.0;7.0;;
45;46;40;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];58;4;607;-10;868;-10;799;859;1.0;1.0;1.0;0.0
46;47;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];8;12;602;-10;866;-10;787;849;8.0;7.0;8.0;
47;48;12;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];27;5;580;-10;856;-10;782;866;8.0;0.0;17.0;9.0
48;49;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];23;8;575;-10;869;-10;768;856;25.0;8.0;25.0;
49;50;8;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;3;557;-10;875;-10;763;846;28.0;3.0;28.0;
50;51;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;4;549;-10;877;-10;758;836;38.0;10.0;38.0;
51;52;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];27;4;562;-10;867;-10;753;831;40.0;2.0;40.0;
52;53;4;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];10;21;553;-10;867;-10;748;826;48.0;8.0;;
53;54;21;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];32;21;522;-10;857;-10;770;816;0.0;0.0;0.0;
54;55;21;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];24;4;496;-10;847;-10;765;830;3.0;3.0;8.0;5.0
55;56;10;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];40;24;486;-10;877;-10;750;820;12.0;4.0;12.0;
56;57;24;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];33;5;457;-10;867;-10;773;810;0.0;0.0;5.0;5.0
57;58;12;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];18;19;465;-10;857;-10;756;805;15.0;10.0;15.0;
58;59;19;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];36;5;441;-10;847;-10;782;795;6.0;6.0;11.0;5.0
59;60;14;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];19;12;436;-10;837;-10;763;804;19.0;8.0;21.0;2.0
60;61;13;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];19;10;431;-10;846;-10;740;794;6.0;6.0;13.0;7.0
61;62;12;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];18;9;426;-10;836;-10;723;802;15.0;2.0;15.0;
62;63;9;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];14;4;412;-10;826;-10;718;806;17.0;2.0;17.0;
63;64;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;3;423;-10;816;-10;713;796;25.0;8.0;25.0;
64;65;3;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];7;4;415;-10;813;-10;708;791;33.0;8.0;33.0;
65;66;4;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];11;5;401;-10;803;-10;703;792;41.0;8.0;41.0;
66;67;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];19;10;391;-10;812;-10;693;782;4.0;4.0;4.0;
67;68;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;4;394;-10;802;-10;688;772;14.0;10.0;18.0;4.0
68;69;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];9;6;389;-10;792;-10;676;771;18.0;0.0;19.0;1.0
69;70;6;['SpongeBob', 'Manu'];1;AlwaysLauncher;['AlwaysLauncher'];23;17;378;-10;805;-10;665;766;21.0;2.0;21.0;
70;71;17;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;3;376;-10;795;-10;660;756;26.0;5.0;26.0;
71;72;3;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];12;6;368;-10;785;-10;655;758;27.0;1.0;27.0;
72;73;6;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;6;352;-10;791;-10;650;748;33.0;6.0;33.0;
73;74;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];34;10;341;-10;781;-10;645;772;40.0;7.0;40.0;
74;75;10;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];26;1;321;-10;771;-10;661;762;0.0;0.0;8.0;8.0
75;76;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];6;50;316;-10;767;-10;652;752;18.0;10.0;;
76;77;50;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];58;10;256;-10;757;-10;700;742;10.0;10.0;10.0;
77;78;10;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];15;2;241;-10;762;-10;695;732;15.0;5.0;18.0;3.0
78;79;9;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];18;10;231;-10;770;-10;681;727;19.0;1.0;19.0;
79;80;10;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;2;216;-10;760;-10;691;717;1.0;1.0;5.0;4.0
80;81;11;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];6;3;211;-10;756;-10;675;707;12.0;7.0;19.0;7.0
81;82;10;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];23;82;224;-10;746;-10;660;697;22.0;3.0;;
82;83;82;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];89;13;137;-10;736;-10;650;776;5.0;5.0;5.0;
83;84;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;20;139;-10;726;-10;645;766;12.0;7.0;;
84;85;20;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];33;1;114;-10;716;-10;635;789;9.0;9.0;9.0;0.0
85;86;18;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];27;36;109;-10;706;-10;612;806;14.0;5.0;;
86;87;36;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];56;1;63;-10;696;-10;658;796;6.0;6.0;14.0;8.0
87;88;20;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];4;2;58;-10;686;-10;633;790;22.0;8.0;22.0;
88;89;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];38;4;51;-10;676;-10;628;816;24.0;2.0;24.0;
89;90;4;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;7;37;-10;685;-10;623;806;26.0;2.0;26.0;
90;91;7;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];17;1;20;-10;675;-10;630;796;9.0;9.0;13.0;4.0
91;92;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];14;5;15;-10;665;-10;621;800;19.0;6.0;19.0;
92;93;5;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];21;25;21;-10;655;-10;616;790;26.0;7.0;;
93;94;21;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];60;4;-5;-10;645;-10;666;780;0.0;0.0;0.0;0.0
94;95;9;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;34;-5;-10;655;-10;652;770;1.0;1.0;9.0;8.0
95;96;8;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];52;4;-5;-10;645;-10;686;760;9.0;9.0;13.0;4.0
96;97;7;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];9;11;-5;-10;635;-10;678;750;7.0;7.0;7.0;0.0
97;98;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];24;26;-5;-10;625;-10;667;764;8.0;1.0;8.0;0.0
98;99;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];34;2;-5;-10;649;-10;658;754;14.0;6.0;24.0;10.0
99;100;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;16;-5;-10;639;-10;650;756;27.0;3.0;;
100;101;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];43;12;-5;-10;629;-10;681;744;4.0;4.0;4.0;
101;102;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];21;7;-5;-10;619;-10;676;753;6.0;2.0;14.0;8.0
102;103;4;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];15;0;-5;-10;609;-10;662;758;5.0;5.0;13.0;8.0
103;104;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];5;4;-5;-10;604;-10;654;753;14.0;1.0;20.0;6.0
104;105;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];29;39;-5;-10;623;-10;647;741;30.0;10.0;;
105;106;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];52;2;-5;-10;613;-10;686;731;9.0;9.0;19.0;10.0
106;107;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];14;2;-5;-10;603;-10;688;719;10.0;10.0;11.0;1.0
107;108;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;32;-5;-10;605;-10;680;709;15.0;4.0;;
108;109;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];40;2;-5;-10;595;-10;668;737;1.0;1.0;10.0;9.0
109;110;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];68;6;-5;-10;585;-10;660;795;15.0;5.0;22.0;7.0
110;111;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];15;18;-5;-10;575;-10;663;783;7.0;7.0;8.0;1.0
111;112;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;5;-5;-10;565;-10;677;773;9.0;9.0;;
112;112;2;['Manu', 'Evie'];2;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;5;-5;-10;565;-10;675;771;;;16.0;7.0
113;113;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];12;3;-5;-10;555;-10;674;761;10.0;10.0;14.0;4.0
114;114;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];24;13;-5;-10;545;-10;667;773;18.0;4.0;;
115;115;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;22;-5;-10;535;-10;680;763;9.0;9.0;;
116;116;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu'];38;3;-5;-10;563;-10;668;756;2.0;2.0;6.0;4.0
117;117;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];8;6;-5;-10;561;-10;660;746;9.0;3.0;15.0;6.0
118;118;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];10;14;-5;-10;561;-10;653;739;23.0;8.0;26.0;3.0
119;119;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];28;1;-5;-10;551;-10;640;757;10.0;10.0;10.0;0.0
120;120;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;5;-5;-10;541;-10;633;757;15.0;5.0;20.0;5.0
121;121;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];17;45;-5;-10;531;-10;637;747;4.0;4.0;5.0;1.0
122;122;2;['Manu', 'Evie'];1;Mission failure;['AlwaysLauncher'];47;6;-5;-10;521;-10;630;740;7.0;2.0;12.0;5.0
123;123;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];14;8;-5;-10;525;-10;622;730;15.0;3.0;22.0;7.0
124;124;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];16;7;-5;-10;515;-10;626;723;5.0;5.0;6.0;1.0
125;125;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];15;3;-5;-10;505;-10;618;728;8.0;2.0;13.0;5.0
126;126;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;11;-5;-10;495;-10;611;728;15.0;2.0;25.0;10.0
127;127;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;1;-5;-10;485;-10;619;718;7.0;7.0;17.0;10.0
128;128;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];8;6;-5;-10;475;-10;612;714;21.0;4.0;;
129;129;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];16;8;-5;-10;465;-10;615;704;1.0;1.0;5.0;4.0
130;130;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];19;1;-5;-10;455;-10;608;711;15.0;10.0;15.0;0.0
131;131;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];17;11;-5;-10;445;-10;600;718;22.0;7.0;;
132;132;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;28;-5;-10;435;-10;611;706;10.0;10.0;;
133;133;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];33;16;-5;-10;425;-10;631;696;0.0;0.0;7.0;7.0
134;134;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];19;15;-5;-10;434;-10;624;689;14.0;7.0;21.0;7.0
135;135;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];24;19;-5;-10;448;-10;611;679;9.0;9.0;;
136;136;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];29;35;-5;-10;467;-10;599;667;4.0;4.0;8.0;4.0
137;137;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];40;38;-5;-10;497;-10;586;657;6.0;6.0;;
138;138;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];46;22;-5;-10;487;-10;574;691;4.0;4.0;10.0;6.0
139;139;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];37;10;-5;-10;477;-10;598;681;2.0;2.0;2.0;0.0
140;140;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];22;2;-5;-10;467;-10;591;691;12.0;10.0;18.0;6.0
141;141;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;6;-5;-10;467;-10;583;681;21.0;3.0;31.0;10.0
142;142;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;1;-5;-10;457;-10;595;669;10.0;10.0;16.0;6.0
143;143;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];10;3;-5;-10;447;-10;587;669;21.0;5.0;27.0;6.0
144;144;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];14;8;-5;-10;451;-10;575;657;4.0;4.0;9.0;5.0
145;145;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];18;1;-5;-10;441;-10;567;665;9.0;0.0;10.0;1.0
146;146;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;2;-5;-10;431;-10;560;663;19.0;9.0;29.0;10.0
147;147;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];10;3;-5;-10;421;-10;552;663;35.0;6.0;35.0;
148;148;2;['Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];18;2;-5;-10;411;-10;542;669;9.0;9.0;13.0;4.0
149;149;4;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];17;11;-5;-10;401;-10;533;676;14.0;1.0;18.0;4.0
150;150;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];46;11;-5;-10;391;-10;520;712;0.0;0.0;2.0;2.0
151;151;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];23;15;-5;-10;381;-10;513;723;4.0;2.0;12.0;8.0
152;152;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];29;3;-5;-10;371;-10;529;718;1.0;1.0;7.0;6.0
153;153;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;2;-5;-10;361;-10;522;715;9.0;2.0;10.0;1.0
154;154;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];6;6;-5;-10;357;-10;514;710;15.0;5.0;22.0;7.0
155;155;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];34;7;-5;-10;347;-10;507;732;29.0;7.0;29.0;
156;156;2;['Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];20;18;-5;-10;337;-10;517;720;1.0;1.0;4.0;3.0
157;157;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];26;31;-5;-10;353;-10;508;710;7.0;3.0;11.0;4.0
158;158;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];41;13;-5;-10;343;-10;536;700;3.0;3.0;13.0;10.0
159;159;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];35;2;-5;-10;333;-10;524;723;5.0;5.0;10.0;5.0
160;160;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];23;17;-5;-10;323;-10;516;736;20.0;10.0;;
161;161;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];27;12;-5;-10;313;-10;531;729;8.0;8.0;15.0;7.0
162;162;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];24;4;-5;-10;303;-10;542;719;5.0;5.0;13.0;8.0
163;163;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];14;1;-5;-10;293;-10;535;721;16.0;3.0;22.0;6.0
164;164;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];9;1;-5;-10;283;-10;527;720;31.0;9.0;35.0;4.0
165;165;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];13;4;-5;-10;273;-10;520;721;41.0;6.0;;
166;166;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];15;11;-5;-10;278;-10;507;711;3.0;3.0;11.0;8.0
167;167;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;3;-5;-10;268;-10;522;699;6.0;6.0;14.0;8.0
168;168;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];12;16;-5;-10;258;-10;521;689;3.0;3.0;7.0;4.0
169;169;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];25;4;-5;-10;248;-10;514;702;15.0;8.0;18.0;3.0
170;170;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];15;10;-5;-10;238;-10;506;707;24.0;6.0;;
171;171;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];31;3;-5;-10;228;-10;494;726;3.0;3.0;11.0;8.0
172;172;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;12;-5;-10;218;-10;486;728;14.0;3.0;22.0;8.0
173;173;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];23;6;-5;-10;231;-10;474;716;0.0;0.0;9.0;9.0
174;174;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];27;2;-5;-10;248;-10;466;706;19.0;10.0;25.0;6.0
