;round;last_winning_bid;last_winning_bidders;auction_round;last_winning_miner;last_launchers;last_mining_payoff;base_reward;SpongeBob;PassiveLauncher;AlwaysLauncher;AggressiveLauncher;Manu;Evie;tech;tech_gain_passive;tech_at_join;tech_gain_bid
26;27;9;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];18;18;822;-9;866;-10;799;948;8.0;8.0;8.0;
27;28;18;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];56;9;799;-9;856;-10;794;994;13.0;5.0;16.0;3.0
28;29;11;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;3;806;-9;846;-10;778;989;21.0;5.0;21.0;0.0
29;30;10;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];20;10;801;-9;856;-10;763;979;24.0;3.0;24.0;
30;31;10;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];27;10;786;-9;873;-10;753;969;2.0;2.0;2.0;
31;32;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;4;788;-9;863;-10;748;959;6.0;4.0;;
32;32;7;['Manu'];2;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;4;788;-9;863;-10;741;959;;;8.0;2.0
33;32;6;['Manu'];3;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;4;788;-9;863;-10;735;959;;;12.0;4.0
34;32;5;['Manu'];4;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;4;788;-9;863;-10;730;959;;;13.0;1.0
35;32;4;['SpongeBob', 'Manu'];5;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;4;784;-9;863;-10;726;959;;;15.0;2.0
36;33;4;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];17;5;787;-9;853;-10;721;954;25.0;10.0;25.0;
37;34;5;['SpongeBob'];1;Mission failure;['AlwaysLauncher', 'Manu', 'Evie'];22;32;777;-9;843;-10;711;944;0.0;0.0;0.0;
38;35;32;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];47;16;735;-9;833;-10;706;981;9.0;9.0;9.0;
39;36;16;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];29;6;714;-9;852;-10;701;971;13.0;4.0;13.0;0.0
40;37;10;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];19;13;723;-9;842;-10;686;961;17.0;4.0;17.0;
41;38;13;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];44;1;705;-9;832;-10;720;951;5.0;5.0;5.0;0.0
42;39;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];22;9;700;-9;844;-10;711;941;14.0;9.0;14.0;
43;40;9;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;2;697;-9;834;-10;706;931;19.0;5.0;29.0;10.0
44;41;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;13;692;-9;824;-10;695;933;37.0;8.0;;
45;42;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];25;8;694;-9;814;-10;685;923;1.0;1.0;;
46;42;8;['SpongeBob', 'Manu'];2;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];25;8;686;-9;814;-10;677;923;;;2.0;1.0
47;42;9;['Manu'];3;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];25;8;686;-9;814;-10;668;923;;;11.0;9.0
48;42;8;['SpongeBob', 'Manu'];4;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];25;8;678;-9;814;-10;660;923;;;21.0;10.0
49;43;9;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];18;13;673;-9;804;-10;659;918;4.0;4.0;4.0;
50;44;13;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;4;676;-9;794;-10;654;908;12.0;8.0;14.0;2.0
51;45;11;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];20;19;671;-9;804;-10;638;903;14.0;0.0;14.0;
52;46;19;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];34;12;676;-9;794;-10;633;893;23.0;9.0;23.0;
53;47;12;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];25;10;659;-9;784;-10;648;883;0.0;0.0;0.0;
54;48;10;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];20;9;659;-9;774;-10;643;873;5.0;5.0;5.0;
55;49;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];27;20;645;-9;791;-10;638;863;6.0;1.0;6.0;
56;50;20;['SpongeBob'];1;Mission failure;['SpongeBob', 'AlwaysLauncher', 'Evie'];43;5;615;-9;781;-10;633;853;7.0;1.0;15.0;8.0
57;51;13;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];12;12;610;-9;771;-10;615;855;16.0;1.0;16.0;
58;52;12;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;1;610;-9;761;-10;610;845;20.0;4.0;20.0;
59;53;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];26;11;605;-9;777;-10;605;833;20.0;0.0;20.0;
60;54;11;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];25;4;584;-9;767;-10;600;848;30.0;10.0;30.0;
61;55;4;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];16;1;575;-9;757;-10;595;854;39.0;9.0;39.0;
62;56;2;['Evie'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;7;582;-9;747;-10;590;842;42.0;3.0;42.0;
63;57;7;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];17;3;570;-9;737;-10;597;832;4.0;4.0;11.0;7.0
64;58;4;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];9;3;560;-9;727;-10;588;831;13.0;2.0;17.0;4.0
65;59;3;['SpongeBob', 'Manu'];1;Evie;['AlwaysLauncher', 'Evie'];11;4;552;-9;717;-10;580;832;20.0;3.0;25.0;5.0
66;60;4;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;1;551;-9;707;-10;571;822;31.0;6.0;31.0;
67;61;2;['Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];17;5;546;-9;714;-10;566;810;35.0;4.0;35.0;
68;62;5;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];15;2;531;-9;704;-10;561;815;44.0;9.0;44.0;
69;63;2;['SpongeBob', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];8;2;524;-9;694;-10;556;811;48.0;4.0;48.0;
70;64;2;['SpongeBob', 'Evie'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;8;512;-9;684;-10;551;811;54.0;6.0;;
71;65;8;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu'];43;1;499;-9;674;-10;584;806;3.0;3.0;9.0;6.0
72;66;7;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;3;489;-9;664;-10;572;812;12.0;3.0;18.0;6.0
73;67;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];24;8;484;-9;654;-10;561;826;22.0;4.0;22.0;
74;68;8;['SpongeBob'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher', 'Evie'];22;14;466;-9;666;-10;556;816;25.0;3.0;;
75;69;14;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];34;6;447;-9;656;-10;580;806;4.0;4.0;6.0;2.0
76;70;7;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];129;6;442;-9;775;-10;568;796;13.0;7.0;19.0;6.0
77;71;6;['SpongeBob', 'Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];56;7;482;-9;765;-10;557;786;27.0;8.0;27.0;
78;72;7;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Manu'];19;16;484;-9;755;-10;547;781;6.0;6.0;6.0;
79;73;16;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher'];27;4;463;-9;772;-10;542;776;7.0;1.0;10.0;3.0
80;74;7;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];12;27;465;-9;762;-10;530;766;20.0;10.0;;
81;75;27;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];45;19;433;-9;752;-10;520;801;1.0;1.0;1.0;
82;76;19;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];46;4;404;-9;742;-10;515;837;1.0;0.0;4.0;3.0
83;77;12;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];11;19;399;-9;743;-10;498;827;7.0;3.0;7.0;
84;78;19;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];34;33;375;-9;733;-10;493;851;13.0;6.0;13.0;
85;79;33;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];71;55;403;-9;723;-10;488;841;19.0;6.0;;
86;80;55;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];75;0;343;-9;713;-10;553;831;10.0;10.0;18.0;8.0
87;81;7;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];5;9;333;-9;703;-10;541;826;21.0;3.0;;
88;82;9;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];49;4;319;-9;742;-10;531;816;10.0;10.0;20.0;10.0
89;83;9;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];21;4;314;-9;732;-10;533;806;2.0;2.0;10.0;8.0
90;84;8;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];13;16;309;-9;722;-10;520;809;17.0;7.0;17.0;
91;85;16;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];36;2;288;-9;712;-10;515;835;27.0;10.0;34.0;7.0
92;86;10;['Manu'];1;AlwaysLauncher;['SpongeBob', 'AlwaysLauncher'];12;6;278;-9;714;-10;500;830;41.0;7.0;;
93;87;9;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];19;2;273;-9;704;-10;500;820;4.0;4.0;13.0;9.0
94;88;6;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];9;4;268;-9;703;-10;489;810;19.0;6.0;24.0;5.0
95;89;4;['SpongeBob', 'Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];16;18;254;-9;693;-10;480;816;33.0;9.0;;
96;90;18;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];78;2;231;-9;683;-10;548;806;5.0;5.0;13.0;8.0
97;91;8;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];9;17;226;-9;682;-10;535;801;16.0;3.0;16.0;
98;92;17;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];34;24;233;-9;672;-10;530;791;18.0;2.0;;
99;93;24;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];34;47;204;-9;662;-10;554;781;1.0;1.0;1.0;
100;94;47;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];54;15;152;-9;652;-10;549;825;4.0;3.0;9.0;5.0
101;95;16;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];26;12;168;-9;642;-10;528;815;19.0;10.0;19.0;
102;96;12;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];30;6;151;-9;632;-10;548;805;8.0;8.0;8.0;
103;97;6;['SpongeBob'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];17;4;152;-9;622;-10;543;795;9.0;1.0;10.0;1.0
104;98;7;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];11;2;147;-9;612;-10;531;796;19.0;9.0;26.0;7.0
105;99;6;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];9;13;142;-9;602;-10;520;795;26.0;0.0;26.0;
106;100;13;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];25;6;119;-9;592;-10;535;785;6.0;6.0;6.0;
107;101;6;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];13;3;108;-9;582;-10;530;788;8.0;2.0;17.0;9.0
108;102;7;['Manu'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;2;98;-9;572;-10;518;788;26.0;9.0;34.0;8.0
109;103;6;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];27;1;93;-9;562;-10;502;805;7.0;7.0;8.0;1.0
110;104;5;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];10;5;93;-9;552;-10;492;795;9.0;1.0;9.0;
111;105;5;['SpongeBob'];1;Evie;['AlwaysLauncher', 'Evie'];10;20;83;-9;542;-10;487;795;17.0;8.0;17.0;
112;106;20;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];51;3;58;-9;532;-10;528;785;8.0;8.0;14.0;6.0
113;107;10;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];35;34;83;-9;522;-10;513;775;23.0;9.0;;
114;108;34;['SpongeBob'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];57;7;44;-9;512;-10;560;765;4.0;4.0;14.0;10.0
115;109;12;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher', 'Evie'];14;16;48;-9;502;-10;543;755;20.0;6.0;;
116;110;16;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];28;5;27;-9;520;-10;533;745;0.0;0.0;5.0;5.0
117;111;14;['Manu'];1;SpongeBob;['SpongeBob', 'AlwaysLauncher'];18;3;35;-9;510;-10;514;740;12.0;7.0;21.0;9.0
118;112;13;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];9;5;30;-9;500;-10;496;739;23.0;2.0;23.0;
119;113;5;['SpongeBob'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];13;5;20;-9;503;-10;491;729;26.0;3.0;26.0;
120;114;5;['SpongeBob'];1;Evie;['SpongeBob', 'AlwaysLauncher', 'Evie'];13;9;5;-9;493;-10;486;732;29.0;3.0;29.0;
121;115;5;['SpongeBob'];1;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];23;26;-10;-9;483;-10;499;722;5.0;5.0;;
122;115;4;['Manu'];2;Manu;['SpongeBob', 'AlwaysLauncher', 'Manu', 'Evie'];23;26;-10;-9;483;-10;495;722;;;13.0;8.0
123;116;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu'];41;21;-10;-9;473;-10;523;717;2.0;2.0;3.0;1.0
124;117;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];28;9;-10;-9;463;-10;516;733;11.0;8.0;12.0;1.0
125;118;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];22;3;-10;-9;453;-10;508;745;15.0;3.0;25.0;10.0
126;119;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];97;46;-10;-9;540;-10;501;733;27.0;2.0;;
127;120;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];105;9;-10;-9;530;-10;488;828;2.0;2.0;6.0;4.0
128;121;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];15;4;-10;-9;520;-10;481;831;13.0;7.0;20.0;7.0
129;122;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];38;2;-10;-9;510;-10;506;821;10.0;10.0;11.0;1.0
130;123;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];7;15;-10;-9;500;-10;499;816;18.0;7.0;;
131;124;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Manu', 'Evie'];25;3;-10;-9;515;-10;486;806;3.0;3.0;9.0;6.0
132;125;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];7;0;-10;-9;512;-10;479;794;16.0;7.0;16.0;0.0
133;126;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];5;9;-10;-9;507;-10;471;784;21.0;5.0;23.0;2.0
134;127;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];19;68;-10;-9;497;-10;459;791;0.0;0.0;1.0;1.0
135;128;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];81;6;-10;-9;487;-10;451;862;6.0;5.0;9.0;3.0
136;129;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];28;18;-10;-9;505;-10;444;850;17.0;8.0;;
137;130;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];66;5;-10;-9;495;-10;497;840;0.0;0.0;7.0;7.0
138;131;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;5;-10;-9;485;-10;490;838;15.0;8.0;17.0;2.0
139;132;3;['Manu'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];12;57;-10;-9;475;-10;477;840;5.0;5.0;;
140;133;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];64;2;-10;-9;465;-10;529;828;2.0;2.0;5.0;3.0
141;134;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;2;-10;-9;465;-10;521;818;14.0;9.0;19.0;5.0
142;135;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];16;10;-10;-9;455;-10;514;822;24.0;5.0;;
143;136;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];26;3;-10;-9;445;-10;527;812;5.0;5.0;14.0;9.0
144;137;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];9;23;-10;-9;435;-10;520;809;15.0;1.0;;
145;138;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];54;7;-10;-9;425;-10;561;799;8.0;8.0;12.0;4.0
146;139;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];15;7;-10;-9;415;-10;554;802;13.0;1.0;21.0;8.0
147;140;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;11;-10;-9;405;-10;564;792;9.0;9.0;19.0;10.0
148;141;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];23;5;-10;-9;395;-10;575;780;10.0;10.0;10.0;0.0
149;142;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];11;6;-10;-9;385;-10;567;781;17.0;7.0;19.0;2.0
150;143;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];14;1;-10;-9;375;-10;569;769;1.0;1.0;2.0;1.0
151;144;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];10;24;-10;-9;375;-10;561;759;3.0;1.0;10.0;7.0
152;145;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];44;9;-10;-9;365;-10;593;752;2.0;2.0;4.0;2.0
153;146;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];33;2;-10;-9;355;-10;585;775;5.0;1.0;11.0;6.0
154;147;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;5;-10;-9;345;-10;578;773;15.0;4.0;16.0;1.0
155;148;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher'];12;39;-10;-9;347;-10;570;768;21.0;5.0;;
156;149;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];62;16;-10;-9;337;-10;620;756;10.0;10.0;;
157;150;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];29;22;-10;-9;327;-10;636;746;10.0;10.0;;
158;151;2;['Manu', 'Evie'];1;Manu;['AlwaysLauncher', 'Manu'];35;4;-10;-9;317;-10;659;739;3.0;3.0;13.0;10.0
159;152;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];19;15;-10;-9;307;-10;651;748;17.0;4.0;;
160;153;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];21;76;-10;-9;297;-10;639;757;4.0;4.0;;
161;154;3;['Manu'];1;Mission failure;['AlwaysLauncher', 'Manu', 'Evie'];118;13;-10;-9;287;-10;626;747;8.0;8.0;18.0;10.0
162;155;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];20;15;-10;-9;277;-10;614;755;2.0;2.0;9.0;7.0
163;156;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];31;1;-10;-9;267;-10;632;745;5.0;5.0;12.0;7.0
164;157;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];27;2;-10;-9;284;-10;625;733;13.0;1.0;20.0;7.0
165;158;3;['Manu'];1;Evie;['AlwaysLauncher', 'Evie'];15;4;-10;-9;274;-10;617;738;20.0;0.0;26.0;6.0
166;159;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];10;6;-10;-9;264;-10;610;736;33.0;7.0;33.0;
167;160;2;['Evie'];1;Evie;['AlwaysLauncher', 'Manu', 'Evie'];16;21;-10;-9;254;-10;600;740;1.0;1.0;2.0;1.0
168;161;4;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];40;1;-10;-9;284;-10;591;730;9.0;7.0;12.0;3.0
169;162;3;['Manu'];1;AlwaysLauncher;['AlwaysLauncher', 'Evie'];12;1;-10;-9;286;-10;583;720;17.0;5.0;23.0;6.0
170;163;2;['Manu', 'Evie'];1;Evie;['AlwaysLauncher', 'Evie'];12;0;-10;-9;276;-10;576;720;28.0;5.0;28.0;
171;164;2;['Evie'];1;Evie;['AlwaysLauncher', 'Evie'];7;14;-10;-9;266;-10;571;715;35.0;7.0;;
172;165;4;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];27;3;-10;-9;256;-10;584;705;10.0;10.0;18.0;8.0
173;166;3;['Manu'];1;Manu;['AlwaysLauncher', 'Manu', 'Evie'];11;23;-10;-9;246;-10;582;695;0.0;0.0;3.0;3.0
174;167;2;['Manu', 'Evie'];1;AlwaysLauncher;['AlwaysLauncher'];58;1;-10;-9;294;-10;575;688;3.0;0.0;9.0;6.0
